ten_quan,url_goc,diem,noi_dung,user
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.8,"Quán này phải đi đông mới ăn được nhiều món nè, chứ hông tọng cái lẩu ốc bự 300 mấy là ngon rồi. Mấy bé nhân viên ở đây nhiệt tình với dễ thương lắm. Đồ ăn ngon, sạch sẽ. Chả giò ốc với gỏi ốc nhà mình ai cũng khen ngon. Sẽ dẫn gia đình tới đây hoài luôn.",Y Bình Trần
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,9.0,"Ở đây ngon nhất là lẩu ốc nha, mấy món kia mình có thử cũng được à. Nước lẩu hình như có nấu cho phù hợp với khẩu vị miền Nam nè, chua ngọt vừa phải, mọc, đậu hũ và ốc nhiều cực cực luôn. Ăn hết bún mà vẫn còn lại topping đó. Theo mình giá lẩu như này là ổn, khu trung tâm mà. Đi buổi tối quán mát mẻ, thoáng đãng. 2 anh chủ dễ thương vô cùng.",Hang Luu
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.6,"- Không biết sao mê món đậu rán ở quán này lắm luôn, đậu giòn, rán vừa tới, bên trong hơi xốp nhưng béo ngậy, mắm tôm rất ngon nha, đậm đà, mù vị khác hẳn mấy chỗ mình đã từng ăn ấy. Giá 55k/phần
- Nhân viên tận tình, WC sạch sẽ, quán mát mẻ xinh xắn nhẹ nhàng.",Lâm Hữu
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,9.0,"Quán này chắc tới ăn nhiều nhiều lắm rồi, đồ ăn ở đây món nào cũng ngon xuất sắc, nêm nếm vừa phải nên ăn xong cảm giác no nhưng không thấy bị nặng người. Ngon nhất là món lẩu ốc -> nem ốc - chả ốc nha, gỏi ốc cũng bình thường hà. Quán thoáng mát nhẹ nhàng làm người ta có cảm giác dễ chịu, muốn đến hoài hoài.",Chấy Em
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,9.0,"Lẩu ốc ngon, không gian thoải mái.",Kim Anh
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.4,"Trưa tàn tàn qua đây ăn trưa, được nhân viên giới thiệu sữa đậu nành ở đây xài đậu nành không biến đổi gen luôn, cũng xịn. Ly này hình như 22k, không đường mà ngon lắm á, uống không sợ mập. Nem ốc giống chả giò cũng ngon, tổng cộng hết 77k buổi trưa, giá hơi cao bù lại ăn no ngon. 
Không gian mát mẻ, đơn giản, dễ chịu.",Duong Tranminh
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.6,"Quán nằm trong hẻm hơi khuất tí, đi từ Lê Thị Riêng vô cũng được mà từ Nguyễn Trãi cũng được nha. Món đầu tiên mình order là ốc bưu nhồi thịt nè, ngon, vị lạ không giống mấy chỗ kia. Còn ăn vài món nữa mà quên không chụp hình. Giá khu này vậy là ổn, ăn trưa ngon lành mát mẻ.",Emmi Trinh
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,7.6,"Hôm nay mình đi ăn chung với team 5 người, không gian kiểu ngoài Bắc xưa, không rườm rà, ngồi trên lầu thoáng đãng hơn.
Đồ ăn chủ yếu là ốc bưu, nêm vừa ăn, lẩu ốc ngon vừa đủ cho 5 người ăn, kêu thêm món. Mình gọi 2 phần đậu hũ và chả cốm, 1 ốc bưu nhồi thịt, 1 lẩu lớn.
Không gian mát mẻ, không cần máy lạnh
Phục vụ tốt, nhiệt tình
Gía cả hợp lý, đi đông ăn càng lợi hơn.",Thao Pham
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.6,"Nhóm mình đến chiều tối thứ 6 nhưng quán ko đông lắm. Đến là phải thử lẩu ốc, 6 ng mà kêu 2 phần lẩu lớn là ăn nk nê, hơi mắc xíu nhưng ăn đáng tiền. Chỉ có phần đậu hũ rán là hơi mắc, tận 55k.
1 điểm nữa là quán hơi ít món.",Mai Mai
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.6,"Gần công ty trưa nào cũng qua ăn 1800 lần, bữa nào đông thì ăn lẩu còn bình thường ăn bún ốc cho rẻ nè. Bún ốc ngon lắm, chỉ có đậu hũ, ốc, cà chua với rau thôi mà ngon. Nước bún thanh thanh dễ ăn, kết nhất là cái sa tế ớt chưng, bỏ xíu mà cay té lửa. Tô này 45k ăn bao no nha, mình không thích ăn bún mà lại khoái cọng bún ở đây, nhỏ nhỏ ăn ngon. Buổi trưa hơi nóng xíu, chiều tối thì mát dễ chịu hơn á.",Vie Vie
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.0,"Ghé quán ăn lẩu ốc và chả giò ốc, lẩu ốc ngon lắm nha, vị chua nhẹ, thanh, mọc ốc cũng ngon luôn, thiệt lần đầu tìm được 1 quán bán lẩu ốc ngon vậy. Giá cũng ok so với vị trí quận 1",Liên Nguyễn
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.2,"Trưa nay đi làm không mang theo cơm nên rủ rê đồng nghiệp đến quán này ăn trưa. 
Không gian quán thoáng mát sạch sẽ. 
Nhân viên phục vụ nhiệt tình lắm nha.
Bún chả ngon, hợp khẩu vị mình nè.
Bún chả giò ăn cũng khá ổn.
Giá cả phải chăng. 
Nhất định sẽ ghé lại",Thuy Anh Nguyen
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.8,"Hai chị em mình tấp vào quán trong một cơn mưa trưa, người lạnh ngắt! Chỉ muốn ăn cái gì nóng cho ấm người ngay lập tức nên đã gọi nồi lẩu ốc như hình, thêm dĩa chả cốm ăn vui miệng. 
Một phần lẩu ốc cho 2-3 người ăn rất đầy đặn, nhiều rau, thịt bò và ốc.
Nước lẩu được nấu bằng dấm bổng, vị chua thanh chứ không hề gắt khé. Trông nươc lẩu có đậu khuôn chiên, mộc, cà chua căt miếng. Khi ăn thì thả hết ốc vào rồi nhúng từng miếng bò cho ra chén đã có sẵn bún cùng rau sống sắt nhỏ. Ăn miếng nào miếng nấy đều cảm giác trọn vẹn bạn ạ!
Quán này nghe bảo vào buổi trưa thì khá đông nhưng hôm mình đến lại hơi vắng khách nên cực yên tĩnh. 
Quán xinh, các bạn nhân viên dễ thương.",Wanda Ken
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,6.6,"Đến đây hôm chủ nhật
Về đồ ăn thì mình thấy ok, sạch sẽ, ốc bươu nhồi thịt và chả ốc ngon nhưng cảm giác nếu nước mắm thêm ít đường sẽ ngon hơn
Riêng phần bún đầu chả cốm thì ko hài lòng lắm, ko phải dở mà là menu đe gia ko rõ rãng. Tức là menu đe đậu hủ chien giòn giá 55k, chả cốm 45k. Mình có hỏi là ăn cả 2 được ko thì đến lúc tính tiền mới biết là 1 phần bao gồm chả cốm và đậu hủ lun là 100k, tức là 2 cái đó riêng, gọi cả 2 thì tính tiền cả 2. Quán nên để rõ trên menu hoặc khi khách gọi cả 2 phần thì nên nói rõ giá lun để tránh hiểu lầm. 
Tính ra nếu ăn phần bún đậu 100k thì thấy đắt quá. 
Chưa ăn thử cái lẩu nên chưa biết ngon dở",Châu Đào Ngọc
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.4,"Bún chả ăn ngon. Hợp khẩu vị mình nè. Chả được nêm gia vị vừa miệng. Rau sống ăn kèm tươi sạch.
Bún ốc cũng khá ổn
Giá cả hợp lý",Nhung Hoàng
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.0,"- Thiệt ra ngoài bún đậu với bún chả thì mình không ăn đồ Bắc mấy nên cũng không biết có chuẩn vị hay không. Không gian quán thì nói chung là ưng nè, không to quá nhưng không bị ngộp mà rất thoáng, bàn gỗ xinh xinh. Trên lầu có bàn ngay cửa nắng chiếu đẹp lắm
.
- Menu thì chủ yếu là các món Bắc, đúng như tên gọi “Con ốc quán”, quán có nhiều món ốc lắm. Món ngon nhất là ốc bưu nhồi thịt và chả ốc. Ốc bưu tươi, xực xực, nêm nến vừa miệng, không bị hôi, ăn cùng mắm gừng ngon xuất sắc. Chả ốc giống chả giò á mà nhân ốc, ăn kèm với bún và nước mắm hơi ngọt. Món này lúc mình ăn thì hơi nguội nhưng vẫn thấy ưng lắm. Gỏi ốc cũng ngon nè mà có rau tía tô huhu. Lẩu ốc thì mình không thích vị nước dùng lắm vì nấu từ dấm bổng với có mùi lá tía tô nữa, ăn hổng nổi nhưng ốc và bắp bò ăn kèm bao xuất sắc nha, mộc trong lẩu cũng ngonnnnnn. Lẩu này nhiều, đủ 4 người ăn á. Món bún đậu ăn bình thường, không ấn tượng mấy
.
- Nói chung thì thức ăn ở đây không phải là tuyệt vời các kiểu nhưng dừng ở mức tạm ổn vì mọi thứ đều được nêm nếm tròn vị, dùng đồ tươi ngon. Giá cả cũng khá ổn so với mặt bằng chung quận 1. Lâu lâu muốn đổi món thì Con Ốc Quán cũng là một lựa chọn an toàn.",La Bu
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.2,"Thấy bạn giới thiệu quán này ăn ngon nên chiều cuối tuần rồi có ghé ăn thử
Điểm cộng đầu tiên nhân viên phục vụ nhiệt tình thân thiện.
Bún ốc 45k ăn cũng ok nha.
Nước lèo đậm đà vừa miệng.",Đoàn Ngọc Dung
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,7.6,"Cái tên quán đủ nói lên tất cả )). Quán Bắc chỉ chuyên bán các món liên quan tới ốc. Không gian ổn, sáng sủa.

Ốc bưu nhồi thịt (55k) hơi bé, ăn ngon. Lượng ốc và thịt cho cân bằng mà chs cảm giác mùi vị không bằng bên homemade. Nước chấm gừng mặn ngọt vừa vặn.

Gỏi ốc (55k) ăn oke, cho nhiều. Tụi mình lỡ chơi ngu đổ hết chén nước mắm gừng nên thành ra hơi mặn. Thật ra mình thấy món này rau thơm đi đằng rau, ốc đi đằng ốc, đậu phộng lẫn nước mắm đều mạnh thằng nào thằng đó đi riêng ._. Kiểu không hoà hợp.

Nem ốc (55k) ngon lắm. Cắn vô lớp vỏ giòn rụm, ráo dầu, nhân nêm vừa vặn không cần chấm thêm nước chấm.

Đậu hũ rán (55k) không ráo dầu. Đậu ở đây không phải style của mình. Đậu đem luộc rồi đem chiên. Vỏ ngoài cứng, cạp vô bên trong kiểu trống trống, xẹp xẹp, hơi hụt hẫng.

Chả cốm (45k) ăn ổn và vẫn không ráo dầu. Mắm tôm ăn ổn. 

Mình có đòi gọi món bún ốc nhưng các mẹ kia không cho vì gọi lẩu ốc dồi ;—;. Ngon nhất là Lẩu ốc cho 3-4 người (385k) dù nước dùng nấu kiểu vị miền Nam ngọt ngọt chua thanh vị giấm bỗng. Không phải vị lẩu ốc mình ăn ngoài HN. Nhưng kệ hợp vị là được. Lẩu có cà chua, mọc vs đậu sẵn. Mọc ngon, dai dai. Thịt ốc hơi dai trong khi mình thích thịt ốc giòn sần sật và béo. Ốc cho nhiều, được làm sạch, cắt bỏ đoạn phân của ruột nên không còn tanh. Thịt bắp bò ngon, cắt miếng vừa, chần tái qua lẩu ăn béo xỉu. Đậu không phải style của mình nên ăn đúng 1 cục trong nồi lẩu thì mình không ăn nữa ;—;. 

Tổng thể thì quán ổn. Sẽ quay lại vì nồi lẩu và nem ốc ;-;",Mary Deroux
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,7.0,"Thấy Foody quảng cáo quán này dữ quá cũng bon chen rủ bồ đi ăn thử. Menu chủ yêu các món chuẩn Bắc. Mình có kêu thử lẩu ốc và chả cá lã vọng. Cơ mà lúc mang chả cá ra thất vọng dễ sợ vì không để trong chảo như trên quảng cáo mà làm sẵn ra vầy nè, kiểu làm tụt mood. Nhìn chung hương vị các món cũng khá ngon, giá vừa phải, phục vụ ok!",Tú Quyên
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.0,"Cuối tuần rồi bạn rủ đi ăn nên tụi mình có ghé con ốc quán.
Không gian rộng rãi thoáng mát nha.
Menu nhiều món để lựa chọn lắm.
Mình thấy bún chả ăn ngon nè. Ốc bươu nhồi thịt chất lượng chấm nước mắm cay cay nè.",Ben Ben
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.4,"Chỗ này gần công ty trưa tấp qua ăn, quán xài quạt với gió tự nhiên nên hơi nóng, còn lại mọi thứ quá oke. Không gian sáng sủa, phục vụ nhanh nhẹn nhiệt tình. Mình order chả ốc, nem ốc, gỏi ốc, lẩu ốc... Món lẩu ốc là ngon nhất nha, thịt bò, đậu hũ siêu nhiều, mọc ăn bao ngon và lạ luôn. Nước lẩu thơm ngọt vừa ăn, nước chấm của quán cũng ngon. Chắc chắn quay lại.",Winnie Nguyễn
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,7.2,"Mình đến đây ăn trưa với bạn vì gần công ty. Hình như vì là thứ 2 đầu tuần nên quán vắng hẳn, lúc vào chỉ có bàn mình và bàn bên cạnh. Không gian đẹp, sạch sẽ, thoáng. Mình và bạn gọi 1 bún ốc, 1 chả ốc, 1 lẩu ốc, ăn no lặt lè luôn 😂.
- Bún ốc (45k): hơi nhạt, ốc nhiều, tô bún bự bành ki :)))
- Chả ốc (55k): ngon, ăn với bún vừa miệng, nhưng mình không cảm nhận được thịt ốc nhiều lắm.
- Lẩu ốc (255k): nước lẩu ăn vừa miệng, có thịt bò, ốc, đậu hũ và mọc. Nói chung ăn ổn ngoại trừ gía có hơi cao so với phần 2 người ăn",Thanh Trần
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,9.0,"Mấy nay trên IG rần rần quán này quá, cũng vác bụng đi ăn thử rồi review. Bước vô là thấy thích không gian liền, buổi trưa nóng xíu nhưng mình thích kiểu gió với ánh sáng tự nhiên vậy, cảm giác thoải mái nhẹ nhàng yên bình. Lẩu ốc hoành tráng lắm, nồi lớn 300 mấy, hôm đó mình đi 3 người ăn no nè, đậu hũ cực kì nhiều, bò ốc cũng nhiều ngon, rau tươi. Đặc biệt là nước lẩu đúng ý mình nha, vừa ăn không quá mặn hay quá nhạt, thơm ngon, cả bọn húp tới muỗng cuối cùng luôn. Có dịp sẽ quay lại ăn thử mấy món khác.",Kỳ Duyên Nguyễn
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.4,"Quán nằm trong hẻm trên đường Nguyễn Trãi, có thể đi từ Lê Thị Riêng hẻm đối diện Circle K.
Quán nhỏ xinh xinh nhưng thoáng mát. Quán tường màu vàng decor rất dễ cưng.
Mình gọi 1 ốc nhồi thịt và lẩu ốc nhỏ 2 người, thêm 2 trà chanh. Ốc nhồi thịt rất ngon, thịt ốc nhiều nên ăn dai dai chứ không như những chỗ khác.
Lẩu ốc ở đây ngon nhất mình được ăn. Nước lẩu thanh thanh từ dấm bỗng đúng kiểu mình đã được ăn ở ngoài Bắc. Lẩu có cà chua, đậu và mọc. Đĩa ăn kèm có ốc và thịt bò. Ăn tới đâu nhúng đến đó. Bò mềm, cắt miếng vừa ăn không bị mỏng quá. Thịt ốc dai, giòn và quan trọng là sạch. Ăn kèm với rau tía tô và rau gì đấy mình không biết tên.
Nhân viên nhanh nhẹn. Một điều dễ thương là lúc tính tiền, bill và tiền thối được để trong 1 cái hộp tròn bằng mây rất dễ cưng.",Ling Ling
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.4,"Với tín đồ mê ốc thì quán này đúng là một trong những địa điểm tuyệt vời để ghé thăm luôn. Quán nằm trong hẻm nhưng không khó kiếm đâu, hẻm rất rộng rãi, thoáng đãng. Không gian quán rộng rãi vừa đủ, đèn vàng ấm cúng, bên dưới là bàn dành cho nhóm nhỏ 2-3 người, bên trên sẽ có bàn lớn cho nhóm đông người.
Mình đã nếm thử món lẩu ốc và bún đậu mắm tôm của quán, phải nói là món nào cũng rất ngon và vừa miệng. Đặc biệt là món lẩu ốc, đi 2 người thì kêu phần này là vừa phải. Nước lẩu chua chua, có kèm giò sống, rau, ốc, bún, cà chua, vv. Phần ốc rất nhiều, thịt được tách sẵn và làm sạch sẽ, không hề nghe mùi tanh gì. Trời mưa mà ngồi bên nồi lẩu ốc ấm nóng, ly sữa đậu nành nhà làm húp xì xụp là số dzách luôn.
Món bún đậu mắm tôm thì ngon khỏi nói, tàu hủ chiên giòn rụm không bị gắt dầu, chả cốm thơm giòn tan, bún tươi không hề có vị chua chua, rau thơm mang từ Hà Nội vào tươi mà lại thơm hơn rau ở đây rất nhiều. Chỉ tiếc là ko có thịt luộc thôi. Cơ mà vẫn ngon lắm nên bỏ qua được. Sắp tới mình sẽ thử thêm những món khác nữa khi ghé qua. (Chỉ kịp chụp mâm bún đậu tới món lẩu quên mất)",Phương Phó
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.6,"Chả ốc ngon bất ngờ luôn, từng miếng ốc tươi trộn lẫn trong miếng chả, dai giòn sừn sựt, nước mắm ở đây pha sao rất rất ngon nha, vừa ăn không bị mặn quá. 1 phần được 4 cục chả ốc như vậy nè, rau + bún, hình như là 5 mươi mấy k thì phải, cũng oke. Mấy bé nhân viên hiền hiền kiểu gì ý :)), nhưng mà dễ thương.",Y Bình Trần
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,6.2,"Đúng là ở Sài Gòn khó tìm quán ốc vị chuẩn bắc. Lẩu ốc mình nghe nói ngon đi ăn thử thì thất vọng, vì vị ngọt đường như canh chua cá miền tây. Hai món còn lại mình order là ốc xúc bánh đa và chả giò ốc thì mùi vị không đậm đà và chẳng có gì đặc biệt, nước chấm chả giò lại bị nhạt. Mình ăn một lần không thấy có gì đáng quay lại.",Tn Pn
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.4,"Ghiền món ốc bưu nhồi thịt hồi lâu mà giờ mới tìm được quán ưng ý. Mình chọn ngồi ở trên lầu vì buổi trưa tới khu ở dưới đông kín, không còn chỗ. Ốc bươu ngon, ngọt thịt, chấm với nước mắm gừng pha xíu sa tế, ăn cảm giác rất tươi ngon. Không gian quán mở, chủ yếu là nắng và gió tự nhiên nên hơi nóng 1 chút, bù lại đồ ăn ngon nên không sao nha. Chắc chắc sẽ quay lại.",CẢNH Nguyễn
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,9.0,"Chỗ này lẩu ốc ngon, nồi lẩu 225k cho 2 người ban đầu mới vào thấy hơi đắt, nhưng mà chất lượng. Thịt bò nhiều, mọc ăn rất là lạ luôn, chưa ăn ở đâu có vị mọc lạ như ở đây. Nước lẩu rõ vị xương, không có bột ngọt, tại mình bị dị ứng bột ngọt nên ăn là biết ngay. 
Không gian quán decor đơn giản, ánh sáng tự nhiên, lần nào mình up hình menu trước, kì sau up nhiều hình món cho mấy bạn coi nè.",Huy Nguyễn Anh
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,4.0,"Đồ ăn rời rạc. Chả ốc khô. Ốc xúc bánh tráng ăn rời rạc, vô duyên. Lẩu ốc nhạt nhẽo, ko có vị gì của ốc. Con ốc như ốc đông lạnh vậy, ko còn 1 tí gì gọi là vị ốc cả. Thứ duy nhất mình thấy được ở quán đó là trà đá. Một lần nữa đi ăn theo foody review và 1 lần nữa thất vọng.",Vu Trang
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.8,"Mới đi ăn về hào hứng quá phải lên viết review liền, đi làm về không biết ăn gì tính ghé sushi Miya ăn, thấy quán này cũng đông thôi tấp vô đại. Gọi tô bún ốc 45k, hơi cao mà khu này cũng chấp nhận được đi. Ngon, rất ngon nha, đúng chuẩn bún ốc chỉ có ốc, không thêm hầm bà lằng như mấy chỗ khác, nhìn hình hơi lỏng bỏng chứ tô này ăn no cực. Ốc nhiều và giòn tươi, nước bún vừa ăn, nếu nêm mắm tôm vô sẽ hơi mặn. 
Nhân viên nhanh nhẹn, tươi cười dễ thương thêm xí nữa là cho điểm tuyệt đối rồi. 
+ Điểm món: 8,5/10",Ly Phạm
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.2,"Trước giờ mình không thích ăn món Bắc lắm, bạn dẫn đi ăn quán này xong bị ghiền luôn, ghiền thiệt sự. Nồi lẩu ốc này chắc ăn được 3-4 người, đồ ăn ở đây chất lượng lắm, thịt bò mềm zí siêu tươi nha, ăn là biết hổng phải ba cái loại bò đông lạnh này kia rồi. Ốc tươi giòn ngon tới mức nhai nó kêu rộp rộp luôn, mọc cũng ngon. Đỉnh điểm là cái nước lẩu nha, ngon kinh khủng luôn, không quá ngọt không quá chua nói chung là không cần nêm nếm gì vô đã ngon, còn ai thích đậm tí thì bỏ thêm miếng mắm tôm là ngon nè. Rau thì có cái rau trắng trắng gì á ngon lắm mình quên tên rồi. Ở đây có sữa đậu nành nhà làm cũng ngon, không gian decor đơn giản hoy mà kiểu nhẹ nhàng nên thấy thích. Ưng xỉu :)))",Vie Vie
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.2,"Được bạn giới thiệu qua quán này cũng gần công ty, đi buổi trưa hơi đông phải chịu khó ngồi đợi tí. Nó bảo món lẩu ốc ngon lắm, oke ăn lẩu ốc. Hơi bất ngờ tại vì lẩu ốc ngon quá, nước lẩu thanh thanh vừa ăn, kiểu style quán này là không hợp với người ăn đậm đà quá nha, thơm xíu mắm tôm vào nữa là ngon xuất sắc không phải nêm nếm gì nhiều. Phục vụ quán hơi ít nhưng nhìn chung nhanh nhẹn. Ốc nhồi ăn cũng ổn, được cái nước chấm gừng ngon nè.",Chấy Em
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,9.2,Mình ăn ở đây rất nhiều lần vì hợp vị. Bún ốc nước súp thanh thanh rất ok,Bún Đậu .
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.2,"Ghé ăn thử lẩu ốc của quán nhân đợt giảm 30% :)). Quán ko quá to cũng ko nhỏ lắm. Có cả phòng lạnh hợp cho đi nhóm bạn hoặc gia đình cũng oke. 

Điểm cộng: Bữa đó mình gọi lẩu ốc cho 2 người. Ốc to, giòn giòn ăn rất thích :)). Hình như dùng bò mĩ hay sao mà mềm hơn tưởng tượng 👌🏼. Nước lẩu trong. Có cả cá viên trong nồi. Còn phần ốc bưu nhồi thịt thì cũng okay, ốc tươi, bưng ra còn nóng hổi mở nắp ra khói bốc lên hấp dẫn dã man )). 

Điểm trừ: ai đi lần đầu có thể chạy qua quán mà ko biet do quán ko có cái gì nhận biết rõ ràng lắm. Bên dưới hơi nóng nêu đi buổi trưa hoặc đông người. Phần mặt tiền hơi tối nếu đi trễ tầm 8-9h đêm. Phần nước chấm cho ốc bươu nhồi thịt hơi ít, nhưng được cái là xin sẽ cho thêm 😂",Bao Le
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,8.2,"Phát hiện quán nằm trong 1 con hẻm đường Nguyễn Trãi. Bữa mình ghé đây, mình ăn bún chả còn bạn mình thì ăn bún ốc. Mình thấy món nào cũng ngon quá trời. Giá không rẻ, không quá mắc. Quán cũng vắng, yên tĩnh. Thích hợp cho những ngày muốn trốn cả thế giới, tìm hương vị món Bắc giữa lòng Sài Gòn nghen...",Bích Huỳnh Thị Hồng
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,9.2,"Quay lại với quyết tâm thử hết món món cho thoả lòng bộ dạ dày. Gỏi ốc ngon ốc ngon chua ngọt cay với nhiều rau, thịt ốc sắt lát có thêm hành phi thơm giòn và đậu phộng bùi. Chả cá lã vọng thơm cá tươi dai ăn cùng bún rau thì là và hành lá xào chung. Ốc bươu nhồi thịt thơm cực ngon có thịt ốc sần sật chấm mắm gừng.

Điểm 10 cho món bún đậu mắm tôm. Miếng đậu vàng ươm béo thơm rất đẹp mắt, được giới thiệu là làm từ đậu tương không biến đổi gien và nước tinh khiết, mình chụp choẹt 1 hồi miếng đậu vẫn căng phồng không bị tóp, bún cũng là bún sạch làm từ gạo tẻ không mốc và nước tinh khiết. Giá cả đi đôi cùng chất lượng. Đáng đồng tiền bát gạo.

Còn lẩu cá là món mới đang được giảm 30% tới hết tháng sẽ hẹn quay lại thử 1 ngày gần nhất.",Ngan Nguyen
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,10.0,"Mình ăn ở quán từ ngày đầu, yên tâm về khoản chất lượng và sạch sẽ, hơn nữa quán vừa update menu mới nhiều món hơn nên rất phong phú dễ lựa chọn. 
Giá không rẻ nhưng so với mặt bằng trung tâm q1 và chất lượng món ăn mình thấy hoàn toàn chấp nhận được. 
Quán đang có ctr giảm giá 30% đến hết 1/5 nên ăn đông người bill rất rẻ, đáng thử.",Mỹ Huyền Huỳnh Trang
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,7.8,"Ghé lại sau thời gian dài đi công tác xa, menu thêm nhiều món mới so với trước, do thèm lẩu ốc và nem nên ăn lại và chỉ thử bún đậu mắm tôm ăn hết không kịp chụp, đậu thơm béo ngon. Lẩu ốc vẫn ngon thơm chua thanh cho thêm ớt và mắm tôm để đậm đà.

Quán mới trang trí lại phần cửa thoáng mát rộng rãi hơn",Ngan Nguyen
Con Ốc Quán - Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/con-oc-quan-am-thuc-viet,2.2,"Nếu bạn đi sẽ hối hận, hãy tin tôi. Tôi đã đi ăn ở đây. Nếu có thang 10 điểm thì ở đây chỉ xứng đáng 0.5.",Maihuong
