ten_quan,url_goc,diem,noi_dung,user
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,5.4,"Bình thường mình toàn order cà phê ship qua chỗ làm, nay ghé quán, uống thử món mới, trà hoa đậu biếc macchiato, thơm, khá ngon, đặc biết là lớp kem béo ngậy phía trên, nhưng món mojito chanh tươi thì làm mình hơi thất vọng, vị lá húng lủi nặng quá, át hết những vị khác. Sao TCH không kết hợp với Cầu Đất Farm để trồng bạc hà, pha mojito cho đúng vị nhỉ!
Nhân viên trong quán thì không niềm nở đón tiếp khách hàng cho lắm, mình ngồi cả buổi rồi mới có bạn ra dọn bàn, mấy bạn gặp khách cũng không cười xả giao được tẹo nào hết, làm mình có cảm giác như mình vừa làm gì có lỗi với mấy bạn.
#lamnhuthekhachcohailongkhong",Chau Dang
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,1.0,"Mình đã đến uống ở The Coffee House rất rất nhiều lần và không phải chỉ ở chi nhánh này. Nhưng đây là lần đầu tiên mình cảm thấy thất vọng đến như vậy.
Mình dùng thử Matcha Macchiato vì thấy món này khá mới, được quảng cáo rầm rộ nhưng tất cả những gì mình nhận lại là quá tệ. Trà xanh phía dưới trong ly của mình khi dùng có cảm giác bạn pha chế làm chưa tan hết bột, vẫn còn lợn cợn. Còn phần kem ở phía trên thì nhạt và khá mỏng.
Sau đó, mình mới hỏi bạn phục vụ có thể BÁN thêm kem không? Bạn ấy nói để xuống hỏi (mình ngồi trên lầu). Sau 15 phút thì bạn ấy lên nói với mình KHÔNG BÁN THÊM. Mình có nói lại là ly mình khá nhạt nên muống mua thêm vì mình biết nếu hỏi xin sẽ khó cho các bạn ấy.
Sau 20 phút chờ đợi, ly mình đã tan gần hết đá, mình nhìn bạn ấy thì bạn ấy mới đến bàn mình và kêu mình xuống quầy gặp quản lý để fill thêm?!
Bạn có thể tưởng tượng một ly nước sau 35 phút, nước đá tan gần hết, bây giờ có cho không mình thêm phần kem đó, uống có còn được ngon không?
Mình xin lỗi, mình hiểu các bạn rất đông khách và mình cũng chỉ là một trong rất rất nhiều khách hàng của các bạn. Đồng thời 52,000 Đ thì cũng không đủ để mình đòi hỏi chất lượng dịch vụ 5 sao.
Nhưng mình chỉ muốn kể cho các bạn nghe thế này. Cũng là vấn đề tương tự nhưng ở Royal Tea, họ cho mình giải pháp nhanh, gọn, lẹ và hợp lý hơn các bạn. Mình cũng vui vẻ trả tiền cho cái mình kêu thêm.
Mình biết nếu mình XIN THÊM thì cost của ly nước sẽ cao hơn. Vậy nên ngay từ đầu mình hỏi MUA THÊM. 
Các bạn TUYÊN BỐ BÁN TRÀ SỮA, hiển nhiên lúc đầu khó khăn, cạnh tranh là rất nhiều, và những khách hàng đầu tiên là những người thử nghiệm và góp ý để bạn hoàn thiện thêm nhưng cách bạn (hoặc nhân viên của bạn) tiếp thu, phản hồi và sửa chữa là không thể chấp nhận được.
Là người Việt mình luôn muốn ủng hộ cho người Việt nhưng đồng thời, mình nhắc bạn rằng ""chúng mình"" cũng có quyền được chọn cái tốt nhất so với giá mà mình bỏ ra.
Khoan nói về chất lượng hay khẩu vị (tùy thuộc vào mỗi người), riêng về việc hướng dẫn cho nhân viên mình cách LẮNG NGHE, bạn THUA rồi!
Dear Mr.Nguyễn Hải Ninh: ""Tại The Coffee House, chúng tôi trân trọng và đề cao giá trị kết nối giữa con người và trải nghiệm của khách hàng."" (xin trích nguyên văn của anh)
Ly nước em vẫn còn đầy, và đây là lời khẳng định của ""sự kết nối"" và ""trải nghiệm khách hàng"" mà anh từng đề cập.
Hy vọng, em sẽ có một lý do khác để quay lại, và cũng để ủng hộ sản phẩm của một người Việt Nam.",Việt Anh Nguyễn
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.6,"Lần đầu uống cafe sữa đá ở 1 nơi xa như vậy vào buổi sáng :))) . Thật sự có cảm giác rất thích khi bước vào quán
Vị trí, quán nằm ngay vòng xoay cách mạng tháng 8, bỏ 2-3 căn nhà đầu tiên là thấy.
Không gian : Rộng rãi, thoáng mát, máy lạnh mát rượi, có 1 lầu cũng ấm cúng, thích hợp cho làm việc và học tập. Có điều đông người quá thì ồn.
Phục vụ : nhân viên nhiệt tình, thân thiện với khách.
Gía cả và chất lượng : Cà phê sữa ngon, đậm đà, buổi sáng mà uống 1 ly, rồi làm việc thì còn gì bằng :D . Mình thích nhất là 2 viên đá cà phê trong ly, tạo nét đặc trưng cho quán và cũng khiến ly cà phê thêm bắt mắt hơn khi thưởng thức, lúc nó tan ra thì thật tuyệt ! 
Sẽ còn quay lại !",TaTa Chen
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,10.0,"Hôm nay đi uống ở đây, mình loay hoay cái giỏ gạt rớt 2 ly nc', mình chỉ kịp chụp vôi cái ly nc' của mình (bằng nhựa) mà đánh rơi ly nước lọc (bằng thuỷ tinh) xuống đất.
...
Bạn nhân viên cao cao ra giúp dọn dùm mình liền ngay (đống hoang tàn do mình bày ra), một phần cũng ngồi gần bàn order, bạn đó có hỏi mình một câu mà làm mình cực kỳ chú ý là:
""Bạn có bị làm sao ko"" <---- thích câu này cực kỳ !
...
Mình trả lời không sao và ngại ngùng hỏi là đền cái ly bao nhiêu? thì bạn nói ""không sao"", rồi cười một cái.
Cảm ơn bạn nhân viên cao cao nha (ko biết tên :)))
...
Các chú giữ xe cũng dễ thương, niềm nở. Gửi xe hổng có tốn tiền !!!",BÔng BÔng Bơ
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,6.0,"Quán nằm gần vòng xoay dân chủ, đối diện thiên hòa, rất dễ tìm. Không gian rộng rãi, nhưng điều hòa rất tệ, chả mát gì. Tối cuối tuần thì rất ồn, thích hợp tán gẫu, ko thích hợp học bài. Nhân viên thân thiện nhiệt tình, ko vấn đề gì.",Song CáT
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.0,"Một trong những chi nhánh của The Coffee House mà mình rất thích ^^. Không gian đẹp, sang trọng, thích hợp cả cho việc tụ họp bạn bè hoặc làm việc. Do tập trung công việc quá nên không chụp được không gian quán :(. Chỉ kịp chụp nước. Nước ở đây cái nào mình cũng thấy ok hết :)). Thử cũng gần hết rồi ^^. Mà món ruột vẫn là matcha và Macchiato :D.",Victor Drum
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.0,"Không gian: mình rất thích cách trang trí của hệ thống này, riêng chi nhánh này khá rộng nhé
Gửi xe miễn phí, thân thiện
Mình không ghiền cafe lắm nên gọi thức uống trái cây, mình gọi sinh tố dâu ổi nhé. Thức uống này vị dâu hầu như mình không cảm nhận được vì bị vị ổi át đi hết rồi, lớp kem mềm mịn nhưng chưa ưng ý lắm, kết hợp thêm chút vụn socola và lá bạc hà mà mình uống gần hết mới nhớ là chụp hình.
Nhân viên dễ thương nhiệt tình nha
Thích nhất ở đây là hương cafe lúc nào cũng thoang thoảng. Thích hợp trò chuyện và công việc.",Lê Quỳnh Anh Nguyễn
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,2.8,"Nhân viên mặt như canh tù, quên mang bánh cho khách, khách phải mang hoá đơn ra hỏi thì mang bánh ra, không có 1 lời xin lỗi. Quán tồn tại dc là kỳ tích. Cân nhắc khi chọn quán này nếu không muốn rước bực mình.",Ngo VN
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.2,"- Latte nóng pha có độ đắng vừa phải, art khá đẹp.
- Nhân viên nói giọng dễ thương, lịch sự, vui vẻ.
- Bánh mì chà bông khá ngon 25K. Ăn xong là no nê
- Một trong những TCH ko ồn ào, ỏm tỏi như mấy chi nhánh khác.",Hoàng Linh
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,9.4,"Lần đầu tiên chạy đến 1 nơi xa như vậy để uống. Quán nằm ngay chỗ vòng xoay, bạn chạy lên chừng 2 căn nhà là thấy 
Không gian rộng rãi, yên tĩnh, bật nhạc nhẹ. Không quá ồn, thích hợp cho nhiều bạn muốn học tập hay làm việc ở đây
Gía cả hợp lý, nhiều món giá cũng bình dân cho 1 nơi như thế 
Xoài Dừa mình uống thì làm ko bằng ở Cao Thắng ở chỗ : đá xay chưa nhuyễn, xoài miếng ít quá "" . Còn lại đều ok 
Cái bánh mình ăn, vị chanh dây. Bánh mềm như bánh blan, lại có hương vị của chanh dây, chua chua ngọt ngọt. Không béo quá, giá 19.000 mình thấy giá này là hợp lý cho 1 quán như thế rồi . Bạn có thể thử bánh kèm với thức uống nhé ! 
Nhân viên phục vụ rất nhiệt tình, từ khâu tiếp cận khách hàng đến khâu phục vụ. Thấy khách vừa hết nước, hay lưng chừng nước lọc là lại châm ngay. Quán có nhà vệ sinh sạch sẽ cho khách hàng muốn làm việc lâu ở quán
Mấy chú giữ xe thì thân thiện và chiều khách, trời mưa là mang nón vô sợ ướt, lúc ra thì dắt xe tận tay
Mình nhất định sẽ ghé quán lần nữa nếu muốn làm việc ở 1 nơi yên tĩnh, rộng rãi !",TaTa Chen
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.0,"The Coffee House này mình ghé chi nhánh CMT8 nhiều lần rồi mà tận tháng trước mới biết tiệm của ông anh zai ở đối diện )) thành ra lâu lâu thăm ổng là qua đây cafe cho gọn . Sài Gòn mấy nay mưa to vô làm 1 tách cho ấm lòng . View của The Coffee House mình rất thích , ấm cúng . Chi nhánh này hôm nào đẹp trời ngồi ngoài ban công cũng thích lắm luôn . Do thương hiệu này hay đông lắm nên đôi khi tới chẳng còn chỗ , chứ wifi hay máy lạnh ở đây ổn .",Dân Bích Chương
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.2,"Quán rộng nhưng lúc nào cũng đông 
Đồ uống ngon, thích nhất rasbery machiato, vị ngọt thanh, xoài dừa cũng oke.
Thái độ phục vụ: ổn
Nhân viên giữ xe nhiệt tình, vui tính.",Minh Tâmm
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.8,"The coffee house là lựa chọn của mình khi suy nghĩ đến việc ra quán cafe. Mình thường đi những chi nhánh khác nhau để xem không gian có gì khác không.
Quán nằm ngay vòng xoay Dân chủ, vừa qua vòng xoay vào đường CMT8 là thấy quán. Quán khá rộng, có lầu. Mình gọi macchiato 38k.
Không gian quán theo mình thấy khá tối, nói chung tạo cho mình cảm giác không thoải mái lắm. Quán đông, chủ yếu thấy các bạn sinh viên ra học nhóm. Macchiato ở đây uống khá ngon trong số những chi nhánh của TCH mà mình từng ghé. Lớp macchiato nhiều, béo, phần trà pha vừa phải. 
Điểm cộng: nước pha ngon, nhân viên thân thiện
Điểm trừ: mình không thích không gian quán cho lắm.",Phương Trúc Đỗ Nguyễn
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,5.2,"Thất vọng về món này qá, không được ngon lắm, không gian đẹp nhưng trên lầu hơi nóng mặc dù đã có máy lạnh, nhân viên thân thiện.",Trần Đình Hoá
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,4.0,"Mình đã uống nhiều chi nhanh của tch nhưng có lẽ đây là chi nhánh mình cảm thấy tệ nhất
Không phải tệ về mặt nước uống hay decor của quán mà chính là nhân viên và thái độ phục vụ. Lần đầu mình đến quán đông mình tìm k được bàn nên hỏi nv thì nv bảo mình xuống dưới tự tìm đi, đã vậy nv order cũng k hề thân thiện.
Mình nghĩ có lẽ là mình xui nên lâu lâu đi mới v thôi, hôm nay mình đã quyết định quay lại lần thứ hai, thật sự là k hề tốt hơn, đến 5 người nv k hề chủ động sắp xếp chổ mà mình phải tự đến nói với khách khác đổi chổ ngồi. Chị order thì k hề nở một nụ cười nào với tụi mình. Nói chung chắc sẽ k quay lại",Dung
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.0,"Mình bị mê trà đào cam sả của The Coffee House lắm , mỗi lần ghé đây đa phần kêu 1 ly lớn rồi tính gì tính . Quán pha món nước này rất thơm , giá 55k thấy cũng chấp nhận được . Mà rất nhiều đào miếng lại còn kèm cả cam lát nữa . Sả thơm thoảng thoảng . Nói chung món này làm nên thương hiệu của The Coffee House . Quán khá yên tĩnh , đa số chi nhánh nào cũng vậy . Lâu lâu đi chung ông bạn là thành viên còn được giảm giá chút đỉnh nữa .",Dân Bích Chương
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.6,"Quán cafe tủ của mình. Nghe có vẻ vô lý nhưng mình thích Coffee House không phải vì cà phê. Mà vì những nước uống khác (soda, mojito, etc.) Bản thân không uống cà phê được nên mình rất kén chọn coffee shop. Nhưng thật sự rất vui vì ở đây ngoài cà phê, những món uống khác rất hấp dẫn và thú vị. 
Mục tiêu là thử hết tất cả các món. Hiện tại vẫn thích nhất là After Rain Mocktail và Passion Fruit Mojito.

- Vị trí và trang trí: thấy chi nhánh này trang trí không đẹp bằng. Nhìn hơi tối. Nhưng vị trí thì rất ổn. Ngay bùng binh CMT8 luôn. 

- Nhân viên: rất tốt! Các anh bảo vệ rất tốt bụng và chăm sóc khách siêu ổn. Dắt xe và luôn cười. Nhân viên phục vụ cũng rất kiên nhẫn khi mình chọn món hơi lâu. 

- Thức uống: như đã nói ở trên, không có gì chê. Nhưng có order một bánh Matcha Tỉamisu nhưng không thấy vị matcha đâu cả! Chỉ tiếc cái đó thôi!

-> Sẽ quay lại! Of course!!!",Raphael Nguyen
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.4,"Espresso sữa rất ngon, đậm đà và mang vị riêng, ko lẫn với các quán cf khác.

Coffee House quá nổi tiếng rồi, nên lúc nào cũng đông khách, nhưg lại ko quá ồn ào.

Đoạn đường m hay qua lại nên chắc chắn còn ghé nhiều.",Hoài Thao
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.4,"Quán nằm ngay gần vòng xoay nên khá dễ thấy, hôm trc đi lòng vòng tìm quán cafe học bài, thấy quán nên ghé vào luôn.
M gọi rasberry macchiato và matcha latte nóng, ly macchiato lắc cho 2 lớp hoà vào nhau mình thấy ngon hơn 😋 matcha thì khá ổn tuy nhiên ly giữ nóng ko được lâu. 

M đến tầm trưa nhưng quán cũng khá đông r, hơi ồn xíu nhưng vẫn phù hợp vs bạn nào cần tìm chỗ học bài.",Hạnh Dung
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,6.0,"Không gian đẹp, và thiết kế như phong cách của hệ thống có điều ở đây thoáng và có lầu
Vị trí: ngay đầu vòng xoay cách mạng tháng 8 và 3/2 hơi đông xe nên đi cẩn thận xíu nhé
Mình gọi 1 ly sinh tố dâu ổi 59k, có e-voucher giảm đc 30k, vị của ly này uống lúc trời nóng thì thích thặc, dâu chua nha, ổi thơm nha còn cón cream và bánh socola, đá xay nữa. Đã lạnh. Nhưng thực tế ở mức giá 59k 1 ly như vậy mình mong đợi vị nó sẽ đột phá và lượng sẽ nhiều hơn nữa cơ. 59k thì thấy chưa đáng đồng tiền lắm nè
Nhân viên: dễ thương, nhanh nhẹn, mấy bạn giữ xe cũng dễ thương
Điểm cộng cho quán là khá sạch sẽ ngăn nắp
Còn có bánh các loại cho các bạn nhâm nhi nữa nhé :)",Lê Quỳnh Anh Nguyễn
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,6.8,"Nay nắng nóng vô gọi ly sinh tố dâu ổi giải nhiệt . Sinh tố này mix giữa mứt dâu, ổi bánh socola sữa chua và cream có ít lá bạc hà nữa.Vị khá ổn vị ổi nồng nàn luôn ấy. Mình chưa thử bánh ở đây lần nào chỉ uống nước thôi. 
Không gian thì cũng như các quán thuộc hệ thống khác rồi mà ở đây khá đông khách nhé
Nhân viên phục vụ nhanh và thân thiện luôn miệng hỏi khách có thẻ thành viên không nè. Giữ xe thì hơi bị đông mà nhân viên sẽ dắt xe ra cho bạn nhé.",Lê Quỳnh Anh Nguyễn
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.6,"Chi nhánh này có phần ngồi ngoài ban công ngắm đường phố nên khá thú vị, mỗi tội đi ban ngày nên hơi nóng.
Nhân viên dễ thương. Nước uống ngon, thích Machiatto vì có lớp bọt kem sữa siêu béo, nhưng chỉ có 2 loại machiatto để lựa thôi (trà đen và rasberry). Hj vọng sau này có thêm nhiều lựa chọn nữa.",Lovely Devil
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,6.6,"Quán rộng rãi thoáng mát, thức uống khá ngon, nhân viên dễ thương luôn cười với khách, wifi mạnh dù nhiều máy sử dụng. Chỉ mỗi tội có 1 cái wc nên phải chờ khá lâu khi muốn sử dụng.",Kim Ngọc
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.2,"Nhân viên phục vụ rất hiền và dễ thương. 
Nước uống ngon, bánh cũng ngon nốt.

Mỗi cái bực bội là với bảo vệ, quá tệ, trêu chọc , đùa giỡn với khách hàng. Lúc mình vào rất đông xe nên không biết để đâu, 1 nhóm bảo vệ tập trung trước quán nhìn mình k có chút ý gì là chỉ dẫn mình để xe, mình vẫn nhìn và hỏi để xe ở đâu ạ, mọi người vẫn ngồi im, mình đứng 1 lúc lâu mới thấy 1 ng trong đó đi ra kiu để xe ở đó đi. Còn lại vẫn nhìn chằm chằm. Lúc về còn tệ hơn nữa, thật sự rất rất khó chịu luôn >""< Không hiểu nổi quán sang và thân thiện bao nhiêu, mặt tiền để nhóm bảo vệ ngồi nói chuyện lớn tiếng, nói tục với nhau ầm ĩ như vậy. Có anh còn la chọc khách ở ngoài "" em ơi ...... này nọ "".",Tien Phan
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.4,"Mình đến đây cũng vài lần, lần này mình hẹn bạn ở đây đúng dịp Giáng sinh, không khí ấm cúng với cách trang trí đặc biệt cho những ngày này. Hơn nữa trong dịp này, điểm đặc biệt là có loại bánh mới - red velvet - giá bánh tương đối như các loại khác; ngoài ra, thêm 2 loại nước mới là Festive mocha almond lạnh và Chocolate toffee almond nóng có thêm marshmallow phủ bên trên khá ngon. Những lần trước mình thường gọi bánh tiramisu, mà loại bánh này ở hệ thống TCH tạm được.

Điểm trừ là nhân viên giữ xe vì trời mưa mà ngồi lười 1 chỗ, trong khi TCH bên Trần Quốc Thảo và Lê Văn Sỹ rất nhiệt tình chạy ra che ô cho khách. Tuy nhiên nhân viên phục vụ vẫn là rất nhiệt tình và lịch sự với khách hàng.",Cam Nguyen
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.4,"Hay đến coffee house nhưng đây là lần đầu tiên mình đến coffee house CMT8. Không gian khá đẹp, các chú gửi xe thân thiện, nhân viên cũng ok, nhiệt tình châm nước cho khách. Mình goi cà phê và bạn mình gọi nước (gì đó mình quên rồi) với bánh. Cà phê và nước khá ngon, không có gì phàn nàn, nhưng mình góp ý là bánh cupcake quá tệ. Bạn mình bảo ăn chỗ cứng chỗ mềm, cứng đến mức bạn mình lấy muỗng hì hụi xắn ra mà muốn gãy muỗng luôn í @@ thành ra bỏ dở 1/2 cái bánh. mình nghĩ ai gọi cupcake thì nên xem lại",Thu Ha Do
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.0,"Lần high ghé quán và vẫn món thân quen là trà đào , mùi vị vẫn như xưa và bạn đã kêu ly nhỏ uống kh có đã :)))))) lần sau tới thử món khác với cả bánh nữa , đa số đến đây tụ họp nói chuyện ngắm cảnh , ngồi trên lầu nhìn ra phía vòng xoay cũng okey đó chứ ! Ngồi hơi trễ lúc về chị nhân viên vẫn tươi cười cảm thấy ái ngại vô cùng :))))",Thuỳ Min
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,10.0,Nhân viên dễ thương tươi cười nhiệt tình lắm luôn. Thích đồ uống ở đây lắm. Đặc biệt là trà đào cam sả và matcha. Sẽ ủng hộ quán nhiều hơn nữa 👍🏻,Lũn Hí
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.2,"Rất thích ko gian và cách phục vụ của nv cmt8, nv vui vẻ nhiệt tình. Đồ uống ngon hơn chi nhánh ĐBP. Nv bảo vệ vui vẻ mặc dù thấy mấy chú dắt xe mệt lắm phải gửi xe từ bên bệnh viên đi bộ qua rất xa. Sẽ ủng hộ cmt8 thường xuyên ❤️",Gió 02
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.4,"Mình ghé quán vào tối thứ năm, gọi món uống quen thuộc là trà đào cam sả . Chi nhánh nào cũng pha ngon như nhau cả, nên k có ý kiến gì ngoài thích 👍🏼.
Mình quên chụp ảnh không gian ở đây 😅, lấy một ảnh của mình cho mng thấy☺️",Huỳnh Như Nguyễn
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.2,Mình uống chocolate và trà đào. Không gian hơi hạn chế. Có thêm lầu nữa thì rộng rãi hơn. Nhân viên lịch sự đẹp trai :)),Anh Thư Nguyễn
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,5.2,"Đồ uống ổn, giữ xe tốt, chỗ ngồi hơi hạn chế, không gian cũng hạn chế. Hôm nay đi làm bt nhóm, mặc đồ cũng k quần là áo lược, sơ mi, váy áo gì, dép lào này nọ nên nhân viên cứ nhìn nhìn liếc liếc thật buồn cười, thói đời ăn sâu v s. Ở chi nhánh khác k có vậy nên mình nghĩ hệ thống TCH là tốt nhất SG. K bao giờ đi lại chi nhánh này nữa nhưng vẫn ủng hộ những chi nhánh khác.",Lê Công Bảo Trân
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.2,"Sau khi ăn trưa xong thì đến đây. Không gian bên này thoáng, mình thích không gian bên này hơn bên Trần Cao Vân và vòng xoay Phù Đổng. Nước uống thì cũng như nhau, nhân viên vui vẻ, giữ xe hơi lộn xộn xíu. Bánh chanh dây thì bạn mình khên ngon, còn Tiramisu thì ăn ok nhưng mà không giống tiramisu cho lắm, giống bông lan socola rồi có kem ở trên hơn.",Khánh Trần Như
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.0,"Quán hơi tối, không gian rộng rãi thoải mái.
Tải app coffee house về để tích điểm và nhận quà cho các đợt sau :3 điểm được tích có cả pudding và bánh luôn ^^
Nhân viên phục vụ thân thiện
Chất lượng nước uống ở Coffee House thì khỏi chê rồi ;3",Trần Khánh Hà
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.2,"Quán khá đông, mình hay ở tầng trên, bàn ghế nhiều nên cảm giác thấy hơi chật chội.
Trà đào cam sả ngọt vừa phải và thơm.
Bánh ở đây cũng rất ngon, không quá ngọt và khô.
Sẽ còn quay lại nhiều.",Luna Lê
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.4,"Biết đến The Coffee House cũng dạo gần đây, dù chuỗi coffee ra đời cũng được kha khá thời gian. Uống nhiều chỗ nhưng ở đây cũng được 3 lần. Không gian quán khá rộng rãi, decor kiểu tối tối hiện đại kiểu như mấy quán cofee Hàn Quốc. Giá cả cũng tương đối, nhìn mặt bằng chung các quán khác thì giá cũng tương đương nhau. Chất lượng nước tạm, uống được, không phải gọi là quá ngon. Chỉ có điều nhân viên ở quán này không mấy thân thiện và nhiệt tình. Nói chung thì đối với khách hàng không quá khắt khe thì đây có thể là địa điểm khá ổn để đến làm việc hay trò chuyện.",L E T H I T H U Y T R A N G
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,8.0,"Đến đây 2 lần. 1 lần full bàn. 1 lần thì trời mưa tầm tã.
Nằm ngay đầu đường cách mạng thánh tán, khúc cua 3/2, lí chính thắng, rất dễ tìm. 
Không gian quán ở đây hơi hẹp, hẹp hơn so với chi nhánh bên lê văn sỹ.
Thích nhất li chocolate ở đây, vị ngọt vừa, lớp kem beo béo.
Trà đào m cũng đã thử qua, uống vào miệng có vị thanh mát.
Nhân viên phục vụ thân thiện, chỉ có điều là chỗ ngồi ở đây san sát nhau, tạo cảm giác không thoải mái. 
Tolet tầng trệt sạch sẽ. Giữ xe vui tính",Mai Lương
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,6.2,"Món tủ Trà Đen Macchiato mình đã uống nhiều chi nhánh của TCH r nhưng đợt này đi chi nhánh CMT8 phần bọt sữa ko hiểu có phải do đánh ko đều tay hay sao mà bị lợn cợn, vón cục trong cả 2 ly :((( Phần trà đen đợt này cũng pha bị ngọt quá ko còn thơm mùi trà nữa :( Buồn nhất là chương trình tích điểm nv ko giới thiệu, giải thích rõ cho khách, làm mình ko biết phải đưa tích điểm trước từ đầu @@ ngay cả trên fanpage cũng ko nói rõ nên mình cũng ko đc biết :'( Wifi khá yếu.",Hương Phạm
The Coffee House - Cách Mạng Tháng 8,https://www.foody.vn/ho-chi-minh/the-coffee-house-cach-mang-thang-8,7.4,"Vị trí quán nằm gần bùng binh dân chủ, nằm ở mặt tiền nên rất dễ thấy nè. Không gian quán rộng rãi, thoáng và sạch sẽ. Không thích ở chổ có muỗi, muỗi quá trời muỗi luôn. Quán nên xịt muỗi hay dùng cách nào đi nha. Nhóm mình đi 8ng mà ai cũng ngồi gãi muốn chết luôn. 
Nhân viên ở đây ai cũg dễ thương trừ bạn nữ thu ngân (hơi cáu với khách) nha. 
Mình uống matcha thấy rất ưng nè, uống ngon ko ngọt mà béo nữa. Có dịp sẽ quay lại quán 👏🏻 hi",Duyên Thuỳ
